"EIN","FORM_2016","FORM_2017","FORM_2018","FORM_2019","FORM_2020","FORM_2021","TOT"
133636555,"","pc","","pc","pc","pc",4
133652630,"pc","pc","pc","pc","pc","pc",6
133687891,"pc","pc","pc","pc","pc","pc",6
133687895,"pc","pc","pc","pc","pc","pc",6
133706959,"pc","pc","pc","pc","pc","pc",6
133711803,"pc","pc","pc","pc","pc","pc",6
133735311,"pc","pc","pc","pc","pc","pc",6
133751729,"","","ez","pc","pc","pc",4
133773591,"pc","pc","pc","pc","pc","pc",6
133778489,"pc","pc","pc","pc","pc","pc",6
133784406,"pc","pc","pc","pc","pc","pc",6
133846708,"pc","","pc","pc","pc","pc",5
133860487,"pc","pc","pc","pc","pc","pc",6
133901997,"pc","pc","pc","pc","","pc",5
133914167,"pc","ez","pc","pc","","",4
133927797,"pc","pc","pc","pc","pc","pc",6
133940622,"pc","pc","pc","pc","pc","pc",6
133946529,"pc","pc","pc","pc","pc","pc",6
133970573,"pc","pc","pc","pc","pc","pc",6
133996271,"","pc","","pc","","",2
133997769,"pc","pc","pc","pc","","pc",5
134003325,"pc","pc","pc","pc","pc","",5
134011201,"pc","pc","pc","pc","pc","pc",6
134031037,"pc","pc","pc","pc","pc","pc",6
134087428,"ez","ez","ez","pc","pc","pc",6
134103352,"pc","pc","pc","pc","pc","pc",6
134138205,"","pc","pc","pc","pc","pc",5
134169825,"pc","pc","pc","pc","pc","pc",6
134196931,"pc","pc","pc","pc","pc","pc",6
134221502,"pc","pc","pc","ez","ez","ez",6
134233543,"pc","pc","pc","pc","pc","pc",6
134236650,"pc","pc","pc","pc","pc","pc",6
134284680,"pc","pc","pc","pc","","pc",5
134291501,"pc","pc","pc","pc","pc","pc",6
135562202,"pc","pc","","pc","pc","pc",5
135635801,"pc","pc","pc","pc","pc","pc",6
136202692,"pc","pc","pc","pc","pc","pc",6
136222626,"pc","pc","pc","pc","pc","pc",6
136265613,"pc","pc","pc","pc","pc","pc",6
136271908,"pc","pc","pc","pc","","pc",5
141491879,"pc","pc","pc","pc","pc","pc",6
141492922,"pc","pc","pc","pc","pc","pc",6
141493667,"pc","pc","pc","pc","pc","pc",6
141503655,"pc","pc","pc","pc","","pc",5
141504550,"","pc","pc","pc","","",3
141548263,"pc","","pc","pc","pc","pc",5
141558673,"pc","pc","pc","pc","pc","ez",6
141589002,"pc","pc","pc","pc","pc","pc",6
141596731,"","pc","pc","pc","pc","",4
141601549,"pc","pc","pc","pc","pc","pc",6
141604145,"pc","pc","pc","pc","pc","pc",6
141605957,"pc","pc","pc","pc","pc","pc",6
141611857,"pc","pc","pc","pc","pc","pc",6
141615406,"pc","pc","pc","pc","pc","pc",6
141624738,"pc","pc","pc","","pc","",4
141626314,"pc","pc","pc","pc","pc","pc",6
141627038,"pc","pc","pc","pc","pc","pc",6
141628657,"pc","pc","","pc","pc","pc",5
141629449,"pc","pc","pc","pc","pc","pc",6
141633606,"pc","pc","pc","pc","pc","pc",6
141645491,"pc","pc","pc","pc","pc","pc",6
141645494,"pc","pc","pc","pc","pc","pc",6
141664058,"pc","pc","pc","pc","","pc",5
141664264,"pc","pc","pc","pc","pc","pc",6
141666190,"pc","pc","pc","pc","pc","pc",6
141705132,"pc","pc","pc","pc","pc","pc",6
141708404,"pc","pc","pc","pc","","pc",5
141715960,"pc","pc","pc","pc","pc","pc",6
141724406,"pc","pc","pc","pc","","pc",5
141724900,"","pc","pc","pc","","pc",4
141740611,"pc","pc","","","pc","pc",4
141747222,"pc","pc","pc","pc","","",4
141758441,"pc","pc","pc","pc","","pc",5
141758686,"pc","pc","","pc","pc","ez",5
141767900,"pc","pc","pc","pc","pc","pc",6
141770461,"pc","pc","pc","pc","pc","pc",6
141815690,"pc","pc","","pc","pc","pc",5
141819599,"pc","pc","pc","pc","pc","pc",6
141828476,"pc","pc","pc","pc","pc","pc",6
141849727,"pc","pc","pc","pc","pc","",5
141855665,"pc","pc","pc","pc","pc","pc",6
141869951,"pc","","pc","pc","pc","pc",5
141870063,"","pc","pc","","pc","pc",4
141870357,"pc","pc","pc","pc","pc","pc",6
141884382,"pc","pc","pc","pc","pc","pc",6
141891112,"pc","pc","pc","pc","pc","pc",6
141892402,"","pc","pc","pc","pc","pc",5
141959607,"pc","pc","","pc","pc","",4
141973678,"ez","pc","pc","pc","pc","pc",6
141977260,"pc","pc","pc","pc","pc","pc",6
141983932,"pc","","pc","pc","pc","pc",5
141987692,"pc","pc","pc","pc","pc","pc",6
141990608,"pc","pc","pc","pc","pc","pc",6
160743940,"pc","","pc","pc","","pc",4
160863402,"pc","","pc","pc","","pc",4
160902835,"pc","pc","pc","pc","pc","pc",6
160903802,"pc","pc","pc","pc","pc","",5
160905222,"pc","pc","pc","pc","pc","pc",6
160907793,"pc","pc","pc","pc","pc","pc",6
160907880,"pc","pc","pc","pc","pc","pc",6
160909190,"pc","pc","pc","pc","pc","pc",6
160909583,"pc","pc","pc","pc","pc","pc",6
160910303,"pc","pc","pc","pc","pc","pc",6
160911473,"pc","pc","pc","pc","","pc",5
160950820,"pc","pc","pc","pc","pc","pc",6
160963924,"ez","","ez","ez","ez","ez",5
160984913,"pc","pc","pc","pc","pc","pc",6
160999976,"pc","pc","pc","pc","pc","pc",6
161002392,"pc","pc","pc","pc","pc","pc",6
161004653,"pc","pc","pc","pc","pc","pc",6
161006727,"pc","pc","pc","pc","pc","pc",6
161063363,"pc","pc","pc","pc","pc","pc",6
161065303,"pc","pc","","pc","pc","",4
161067572,"pc","","","pc","pc","pc",4
161072548,"pc","pc","pc","pc","pc","pc",6
161079046,"pc","pc","pc","pc","pc","pc",6
161080227,"pc","pc","pc","pc","pc","pc",6
161086304,"pc","pc","pc","pc","pc","pc",6
161092291,"pc","pc","pc","pc","pc","pc",6
161094813,"pc","pc","pc","pc","","pc",5
161109094,"pc","pc","pc","pc","pc","",5
161116852,"pc","","pc","pc","","pc",4
161117485,"pc","pc","pc","","pc","pc",5
161119263,"pc","pc","pc","pc","pc","pc",6
161125586,"pc","pc","pc","pc","","pc",5
161130177,"pc","pc","","pc","pc","pc",5
161132971,"pc","pc","pc","pc","pc","pc",6
161137874,"pc","pc","pc","pc","pc","pc",6
161139614,"pc","pc","pc","pc","pc","pc",6
161159574,"pc","pc","pc","pc","","pc",5
161159720,"pc","pc","pc","pc","pc","pc",6
161160170,"pc","pc","pc","pc","","pc",5
161163460,"pc","pc","pc","pc","pc","pc",6
161164184,"","pc","","pc","pc","pc",4
161165155,"pc","pc","pc","","pc","pc",5
161165911,"pc","pc","pc","pc","pc","pc",6
161166659,"pc","","pc","pc","pc","pc",5
161166737,"pc","pc","pc","pc","pc","pc",6
161167946,"pc","pc","pc","pc","pc","pc",6
161169252,"pc","pc","pc","pc","pc","pc",6
161170113,"","pc","","pc","","pc",3
161182972,"pc","pc","pc","pc","pc","pc",6
161183242,"pc","pc","","pc","","",3
161190886,"pc","pc","pc","pc","ez","ez",6
161199332,"pc","pc","","pc","pc","pc",5
161265765,"pc","pc","pc","pc","pc","pc",6
161271229,"pc","pc","pc","pc","pc","pc",6
161277244,"pc","pc","pc","pc","pc","pc",6
161289461,"pc","pc","pc","pc","pc","pc",6
161301678,"pc","pc","pc","pc","pc","pc",6
161303858,"pc","pc","pc","","pc","pc",5
161321037,"pc","pc","pc","pc","pc","pc",6
161328750,"pc","pc","pc","pc","pc","pc",6
161329890,"pc","pc","pc","pc","pc","pc",6
161330593,"pc","pc","pc","pc","pc","pc",6
161337423,"pc","pc","","pc","","pc",4
161370403,"","ez","ez","pc","","",3
161375112,"pc","pc","","pc","","",3
161375637,"pc","pc","pc","pc","","pc",5
161387187,"pc","pc","pc","pc","","pc",5
161399793,"pc","pc","pc","pc","pc","pc",6
161408996,"pc","pc","pc","pc","","",4
161429861,"pc","pc","pc","pc","pc","pc",6
161450203,"pc","pc","pc","pc","pc","pc",6
161452557,"","pc","pc","pc","pc","",4
161453947,"pc","pc","pc","pc","pc","pc",6
161481094,"pc","pc","","pc","ez","",4
161488538,"pc","pc","pc","","pc","pc",5
161509425,"pc","pc","pc","pc","pc","pc",6
161544656,"pc","pc","pc","pc","pc","pc",6
161559032,"pc","pc","pc","pc","pc","",5
161561999,"pc","pc","pc","pc","pc","pc",6
161568466,"pc","pc","pc","pc","pc","pc",6
161572206,"ez","pc","pc","pc","pc","pc",6
161585356,"pc","pc","pc","pc","pc","pc",6
161605654,"pc","pc","pc","pc","pc","pc",6
161607165,"pc","pc","pc","pc","pc","pc",6
161617489,"pc","pc","pc","pc","pc","pc",6
161637410,"pc","pc","pc","pc","pc","pc",6
161660243,"","pc","pc","pc","pc","",4
161671788,"pc","pc","pc","pc","","pc",5
161744136,"ez","pc","","pc","pc","",4
161765276,"pc","pc","pc","pc","pc","pc",6
166063879,"pc","pc","","pc","pc","pc",5
166066346,"pc","pc","pc","pc","pc","pc",6
166066837,"pc","pc","pc","pc","pc","pc",6
166095039,"pc","pc","pc","pc","pc","pc",6
166096436,"pc","pc","","pc","pc","pc",5
166101149,"","pc","pc","pc","pc","pc",5
200001916,"","pc","pc","pc","","pc",4
200062075,"pc","","pc","pc","pc","pc",5
200070040,"pc","pc","pc","pc","pc","pc",6
200125143,"pc","pc","pc","pc","pc","pc",6
200146547,"pc","pc","pc","pc","","pc",5
200164382,"pc","pc","pc","pc","pc","pc",6
200177581,"pc","pc","pc","pc","pc","pc",6
200203845,"pc","pc","pc","pc","pc","pc",6
200246423,"pc","pc","pc","pc","","pc",5
200310400,"pc","","pc","pc","pc","pc",5
200318338,"pc","pc","pc","pc","","",4
200330858,"pc","pc","pc","pc","pc","pc",6
200405066,"pc","pc","pc","pc","pc","pc",6
200428240,"pc","pc","pc","pc","pc","pc",6
200436490,"pc","pc","pc","pc","pc","pc",6
200446324,"pc","pc","pc","pc","pc","pc",6
200458814,"pc","pc","pc","pc","pc","pc",6
200461014,"pc","pc","pc","pc","pc","pc",6
200468802,"pc","pc","pc","pc","pc","pc",6
200470082,"pc","pc","pc","pc","pc","pc",6
200503404,"ez","ez","ez","pc","pc","pc",6
200530683,"pc","pc","pc","pc","pc","pc",6
200552944,"pc","pc","pc","pc","pc","pc",6
200553370,"pc","pc","pc","pc","pc","pc",6
200573561,"pc","pc","pc","pc","pc","pc",6
200688727,"pc","pc","pc","pc","pc","pc",6
200696786,"pc","pc","pc","pc","pc","pc",6
200696964,"pc","pc","pc","pc","pc","pc",6
200701353,"pc","pc","pc","pc","pc","pc",6
200726638,"pc","","pc","pc","","pc",4
200774672,"pc","pc","pc","pc","pc","pc",6
200951085,"pc","pc","pc","pc","","pc",5
200956663,"pc","pc","pc","pc","pc","pc",6
201044089,"pc","pc","pc","pc","pc","pc",6
201110283,"","pc","pc","pc","pc","pc",5
201150352,"pc","pc","","pc","pc","pc",5
201249814,"pc","pc","pc","pc","pc","pc",6
201288169,"pc","pc","pc","pc","","pc",5
201309418,"pc","","pc","pc","pc","pc",5
201324945,"pc","","pc","pc","pc","",4
201379515,"ez","pc","ez","ez","","ez",5
201413891,"pc","pc","pc","pc","pc","pc",6
201452663,"pc","pc","pc","pc","pc","",5
201484525,"pc","pc","pc","pc","pc","pc",6
201545635,"pc","pc","pc","pc","pc","pc",6
201583332,"pc","pc","pc","pc","pc","pc",6
201592192,"pc","pc","pc","pc","pc","pc",6
201594213,"","pc","pc","pc","pc","pc",5
201678932,"pc","pc","pc","pc","pc","pc",6
201683627,"ez","pc","ez","ez","ez","pc",6
201688621,"pc","","pc","pc","pc","pc",5
201700622,"","pc","pc","pc","","",3
201788094,"pc","pc","pc","pc","pc","pc",6
201793571,"pc","pc","pc","pc","pc","pc",6
201794339,"pc","ez","pc","pc","pc","pc",6
201848987,"pc","pc","pc","pc","","pc",5
201880465,"pc","pc","pc","pc","pc","pc",6
201891448,"pc","pc","pc","pc","pc","pc",6
201892523,"pc","pc","pc","pc","pc","pc",6
201935580,"pc","pc","","pc","pc","pc",5
201952464,"pc","pc","pc","pc","","pc",5
201989307,"pc","pc","pc","pc","pc","",5
202005004,"pc","pc","pc","pc","pc","pc",6
202007127,"pc","pc","pc","pc","","pc",5
202010603,"pc","pc","pc","pc","pc","pc",6
202041432,"pc","pc","pc","pc","","pc",5
202053859,"pc","pc","pc","pc","pc","pc",6
202074645,"","pc","pc","pc","pc","pc",5
202188815,"pc","pc","pc","pc","pc","pc",6
202207776,"pc","pc","pc","pc","pc","pc",6
202231228,"pc","","pc","pc","pc","pc",5
202232456,"pc","pc","pc","pc","pc","pc",6
202308665,"pc","pc","","pc","pc","pc",5
202328346,"ez","ez","ez","ez","ez","ez",6
202445113,"","pc","pc","pc","pc","pc",5
202470844,"pc","pc","pc","","pc","pc",5
202476340,"pc","pc","pc","pc","pc","pc",6
202477568,"pc","pc","pc","pc","pc","pc",6
202504202,"pc","pc","pc","pc","pc","pc",6
202526058,"pc","pc","pc","pc","","pc",5
202652453,"ez","","ez","","","pc",3
202711297,"pc","pc","pc","pc","pc","pc",6
202742265,"ez","ez","ez","ez","ez","ez",6
202773085,"pc","pc","pc","pc","pc","pc",6
202810099,"pc","pc","pc","pc","pc","pc",6
202869184,"pc","pc","pc","pc","pc","pc",6
203022563,"pc","pc","pc","pc","pc","pc",6
203035695,"pc","pc","pc","pc","pc","pc",6
203048639,"","pc","pc","pc","pc","pc",5
203079151,"pc","pc","pc","pc","pc","pc",6
203167493,"pc","pc","pc","pc","pc","pc",6
203178404,"ez","pc","","pc","pc","pc",5
203195763,"pc","pc","pc","pc","pc","pc",6
203395474,"pc","pc","pc","pc","pc","pc",6
203407734,"pc","pc","pc","pc","pc","pc",6
203415545,"pc","pc","pc","pc","pc","pc",6
203448706,"pc","pc","pc","pc","","pc",5
203485756,"","","","pc","pc","pc",3
203494053,"pc","pc","","pc","pc","pc",5
203496884,"pc","pc","","pc","pc","pc",5
203497009,"ez","ez","ez","ez","ez","ez",6
203521473,"pc","pc","pc","pc","pc","pc",6
203525591,"pc","pc","pc","pc","","pc",5
203558447,"pc","pc","pc","pc","pc","pc",6
203625660,"pc","pc","pc","","pc","pc",5
203701712,"ez","ez","ez","pc","pc","pc",6
203771819,"pc","pc","pc","pc","pc","pc",6
203773809,"pc","pc","pc","pc","","pc",5
203852230,"pc","pc","pc","pc","pc","pc",6
203853610,"pc","pc","pc","pc","pc","pc",6
203866727,"pc","pc","","pc","pc","pc",5
203916750,"pc","pc","pc","pc","pc","pc",6
204000503,"pc","pc","pc","","pc","",4
204122028,"ez","ez","ez","pc","pc","pc",6
204130979,"pc","pc","pc","pc","pc","pc",6
204162352,"pc","pc","pc","pc","pc","pc",6
204181020,"pc","pc","pc","pc","","pc",5
204202758,"pc","pc","pc","pc","pc","pc",6
204203798,"pc","pc","pc","pc","pc","pc",6
204216595,"pc","pc","pc","pc","pc","",5
204345458,"pc","pc","pc","pc","pc","pc",6
204351056,"pc","pc","pc","","pc","pc",5
204361698,"pc","pc","pc","pc","pc","pc",6
204385635,"pc","","pc","pc","pc","pc",5
204398263,"pc","pc","pc","pc","pc","pc",6
204398692,"","pc","pc","pc","pc","pc",5
204467651,"pc","pc","pc","pc","pc","pc",6
204526894,"pc","pc","pc","pc","pc","pc",6
204594987,"pc","pc","pc","pc","pc","",5
204627275,"pc","pc","pc","pc","pc","pc",6
204633552,"pc","pc","pc","","pc","pc",5
204741922,"pc","pc","pc","pc","pc","pc",6
204773159,"pc","pc","pc","pc","pc","pc",6
204929600,"pc","pc","pc","pc","","pc",5
205090958,"pc","pc","pc","pc","pc","pc",6
205111657,"pc","pc","pc","","pc","pc",5
205132360,"pc","pc","pc","","pc","pc",5
205132437,"pc","pc","pc","","pc","pc",5
205146017,"pc","pc","pc","","","",3
205160723,"pc","pc","","pc","","",3
205276894,"pc","pc","pc","pc","pc","pc",6
205289427,"pc","pc","pc","pc","pc","pc",6
205311377,"pc","pc","pc","pc","pc","pc",6
205325361,"pc","pc","pc","pc","","pc",5
205398661,"","","","pc","pc","pc",3
205420298,"pc","pc","pc","pc","","pc",5
205536173,"pc","pc","pc","pc","pc","pc",6
205638361,"pc","pc","pc","pc","pc","pc",6
205644098,"pc","","","pc","","",2
205644200,"pc","pc","pc","pc","pc","pc",6
205689079,"pc","pc","pc","","pc","pc",5
205764501,"pc","pc","pc","pc","pc","pc",6
205785251,"pc","","","pc","","",2
205806276,"pc","pc","pc","pc","pc","pc",6
205884308,"pc","pc","pc","pc","pc","pc",6
205911780,"pc","pc","pc","pc","pc","pc",6
205917733,"pc","pc","pc","pc","pc","pc",6
205966956,"pc","pc","pc","","pc","pc",5
205972633,"pc","pc","pc","pc","pc","pc",6
208023787,"","pc","pc","pc","pc","pc",5
208090454,"pc","pc","pc","pc","pc","pc",6
208133916,"pc","pc","pc","","pc","pc",5
208142194,"pc","","pc","pc","pc","pc",5
208250602,"pc","pc","pc","","pc","",4
208296408,"pc","pc","pc","pc","pc","pc",6
208296546,"pc","pc","pc","pc","pc","pc",6
208309980,"ez","","pc","pc","","pc",4
208433042,"ez","ez","pc","pc","pc","pc",6
208599973,"pc","pc","pc","pc","pc","pc",6
208640691,"pc","pc","pc","pc","pc","pc",6
208657587,"ez","pc","pc","pc","pc","pc",6
208662960,"pc","pc","pc","pc","pc","",5
208742203,"pc","","pc","pc","pc","pc",5
208846196,"pc","pc","pc","pc","ez","",5
208951029,"pc","","pc","pc","pc","pc",5
208991826,"ez","pc","pc","pc","pc","pc",6
210634494,"pc","pc","pc","pc","pc","pc",6
210722291,"","pc","pc","pc","pc","pc",5
221487184,"pc","pc","pc","pc","pc","pc",6
221487580,"pc","pc","pc","pc","pc","pc",6
221501370,"pc","pc","pc","pc","pc","pc",6
221554540,"pc","pc","pc","pc","","pc",5
221686764,"pc","pc","pc","pc","pc","pc",6
221695038,"pc","pc","pc","pc","pc","pc",6
221725830,"pc","pc","pc","pc","","pc",5
221726712,"","pc","pc","pc","","pc",4
221761128,"pc","pc","pc","pc","pc","",5
221766323,"pc","pc","pc","pc","pc","pc",6
221777156,"pc","pc","pc","pc","pc","pc",6
221811616,"pc","pc","pc","pc","pc","pc",6
221818014,"pc","pc","pc","pc","pc","pc",6
221818699,"pc","pc","pc","pc","pc","pc",6
221837642,"pc","pc","pc","","pc","pc",5
221911104,"pc","pc","pc","pc","pc","pc",6
221911769,"pc","pc","pc","pc","pc","pc",6
221916086,"pc","pc","pc","pc","pc","pc",6
221917127,"pc","pc","pc","pc","pc","pc",6
221942357,"pc","pc","pc","pc","pc","pc",6
221942376,"pc","pc","","pc","pc","pc",5
221945368,"pc","pc","pc","pc","pc","pc",6
221981621,"","pc","pc","pc","pc","pc",5
222026610,"pc","pc","pc","pc","pc","",5
222066146,"pc","pc","pc","pc","pc","pc",6
222083588,"pc","pc","pc","pc","pc","pc",6
222088378,"pc","pc","pc","pc","pc","pc",6
222124096,"pc","pc","pc","pc","pc","pc",6
222130436,"pc","pc","pc","","pc","pc",5
222141948,"pc","pc","pc","pc","pc","pc",6
222146293,"pc","pc","pc","pc","","pc",5
222164287,"pc","pc","pc","pc","pc","pc",6
222169930,"pc","pc","pc","pc","pc","pc",6
222178986,"pc","pc","pc","pc","pc","",5
222189502,"pc","pc","pc","pc","","pc",5
222191389,"pc","pc","pc","pc","pc","pc",6
222191674,"pc","pc","pc","pc","pc","pc",6
222218884,"pc","pc","pc","pc","pc","pc",6
222220531,"pc","pc","pc","pc","pc","pc",6
222240774,"pc","pc","pc","pc","pc","pc",6
222243540,"pc","pc","pc","pc","","pc",5
222258600,"pc","pc","pc","pc","","",4
222264220,"pc","pc","pc","pc","pc","pc",6
222276148,"pc","pc","pc","pc","","pc",5
222276165,"pc","pc","pc","pc","pc","pc",6
222279167,"pc","pc","pc","pc","pc","pc",6
222284195,"pc","pc","pc","pc","pc","pc",6
222303647,"pc","pc","pc","pc","","",4
222305176,"pc","pc","pc","pc","pc","pc",6
222308597,"pc","pc","pc","pc","pc","",5
222317109,"pc","pc","pc","pc","pc","pc",6
222318586,"pc","pc","pc","pc","pc","pc",6
222318999,"pc","pc","pc","pc","pc","pc",6
222322102,"","pc","pc","pc","pc","pc",5
222327308,"pc","pc","pc","pc","pc","pc",6
222333827,"pc","","pc","pc","pc","pc",5
222334189,"pc","pc","pc","pc","pc","pc",6
222334190,"pc","pc","pc","pc","pc","",5
222350832,"pc","pc","pc","pc","pc","pc",6
222360739,"pc","pc","pc","pc","pc","pc",6
222365738,"pc","pc","pc","pc","pc","pc",6
222368174,"pc","pc","pc","pc","pc","pc",6
222378089,"pc","pc","pc","pc","pc","pc",6
222391978,"pc","pc","pc","pc","pc","pc",6
222417594,"pc","pc","pc","pc","","pc",5
222423496,"pc","pc","pc","pc","pc","pc",6
222446425,"pc","pc","pc","","pc","pc",5
222456648,"pc","pc","pc","pc","pc","pc",6
222466663,"pc","pc","pc","pc","pc","pc",6
222467028,"pc","pc","pc","pc","pc","pc",6
222470139,"ez","","ez","ez","ez","ez",5
222474060,"ez","ez","pc","pc","pc","pc",6
222479448,"pc","pc","pc","pc","pc","pc",6
222482774,"pc","pc","pc","pc","pc","",5
222483318,"pc","pc","pc","pc","pc","pc",6
222483475,"pc","pc","pc","pc","pc","pc",6
222483916,"pc","pc","pc","pc","pc","pc",6
222485874,"pc","pc","pc","pc","","pc",5
222491675,"pc","pc","pc","pc","pc","pc",6
222496921,"pc","pc","pc","pc","pc","pc",6
222506604,"pc","pc","pc","pc","","pc",5
222506702,"pc","pc","pc","pc","pc","pc",6
222506850,"pc","pc","pc","pc","pc","pc",6
222516352,"pc","pc","ez","","pc","pc",5
222518284,"pc","pc","pc","pc","pc","pc",6
222524015,"pc","pc","pc","pc","pc","pc",6
222526396,"pc","pc","pc","pc","pc","pc",6
222527281,"","","","pc","pc","pc",3
222527669,"pc","pc","pc","pc","pc","pc",6
222529364,"pc","pc","pc","pc","pc","",5
222530962,"pc","pc","pc","pc","pc","",5
222532020,"","pc","pc","pc","pc","pc",5
222532804,"pc","pc","pc","pc","pc","pc",6
222536011,"pc","","pc","pc","","pc",4
222536023,"pc","pc","pc","pc","pc","pc",6
222536446,"pc","pc","pc","pc","pc","pc",6
222540505,"pc","pc","pc","pc","pc","pc",6
222540856,"pc","pc","pc","pc","pc","pc",6
222541744,"pc","pc","pc","pc","pc","pc",6
222542309,"pc","pc","","pc","pc","pc",5
222546200,"pc","pc","pc","pc","pc","pc",6
222547079,"pc","pc","pc","pc","","",4
222553560,"pc","pc","pc","pc","pc","pc",6
222566612,"pc","pc","pc","","pc","",4
222570213,"pc","","pc","pc","pc","pc",5
222580730,"pc","pc","pc","pc","pc","pc",6
222589999,"pc","pc","pc","pc","pc","pc",6
222597077,"pc","pc","pc","pc","pc","pc",6
222598353,"pc","pc","pc","pc","pc","pc",6
222599363,"pc","pc","pc","pc","pc","",5
222600067,"pc","pc","pc","pc","pc","pc",6
222606679,"pc","pc","pc","pc","pc","pc",6
222610536,"pc","pc","pc","pc","","pc",5
222611146,"pc","pc","pc","pc","pc","pc",6
222614286,"pc","pc","pc","pc","pc","pc",6
222618694,"pc","pc","pc","pc","pc","pc",6
222621963,"pc","pc","pc","","pc","pc",5
222640508,"pc","pc","pc","pc","pc","pc",6
222670895,"pc","","pc","","pc","pc",4
222675802,"pc","pc","pc","pc","pc","pc",6
222702301,"pc","pc","pc","pc","pc","pc",6
222702774,"pc","pc","pc","pc","pc","pc",6
222708420,"pc","pc","pc","pc","pc","pc",6
222712067,"pc","pc","pc","pc","pc","pc",6
222717130,"","pc","pc","pc","","pc",4
222717615,"pc","pc","pc","pc","pc","pc",6
222719744,"pc","pc","pc","pc","pc","pc",6
222720927,"pc","pc","pc","pc","pc","pc",6
222721731,"pc","pc","pc","pc","pc","pc",6
222743093,"pc","pc","pc","pc","pc","pc",6
222743873,"pc","pc","pc","pc","pc","pc",6
222746890,"pc","pc","","pc","pc","pc",5
222753637,"pc","pc","pc","pc","pc","pc",6
222754566,"pc","pc","pc","pc","pc","pc",6
222756708,"pc","pc","pc","pc","pc","pc",6
222757384,"pc","","pc","pc","pc","pc",5
222762202,"pc","pc","","pc","pc","pc",5
222765988,"pc","pc","pc","pc","pc","pc",6
222769335,"pc","pc","pc","pc","pc","pc",6
222779170,"pc","pc","pc","pc","pc","pc",6
222785521,"","pc","pc","pc","","pc",4
222790648,"","","pc","","","",1
222804781,"","","pc","pc","pc","pc",4
222807816,"pc","pc","pc","pc","pc","",5
222809353,"pc","pc","pc","pc","pc","pc",6
222809527,"pc","pc","pc","pc","pc","pc",6
222809543,"pc","pc","pc","pc","","",4
222813920,"pc","pc","pc","pc","pc","pc",6
222816977,"pc","pc","pc","pc","pc","pc",6
222823254,"pc","pc","pc","pc","pc","pc",6
222838722,"pc","pc","pc","pc","","pc",5
222840188,"pc","pc","pc","pc","pc","pc",6
222843473,"pc","pc","pc","pc","pc","pc",6
222846440,"pc","pc","","pc","pc","pc",5
222849124,"pc","","pc","pc","pc","pc",5
222872262,"pc","pc","pc","pc","pc","pc",6
222873559,"pc","pc","pc","pc","","pc",5
222873650,"pc","","pc","pc","pc","pc",5
222878487,"pc","pc","pc","pc","pc","pc",6
222887878,"pc","pc","","pc","pc","pc",5
222895732,"ez","pc","pc","pc","pc","pc",6
